,Unnamed: 0,dataset,combina_1,train.shape,test.shape,f1,recall,combinations,combina_2,train.shape.1,mean,std,min,max,scores_kfold
184,82,meoffendes21,31,"(3795, 2)","(1265, 2)",0.7511795688715235,0.7402772808586762,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21', 'mexa3t18_aggress', 'misogyny_centrogeo']",31,"(3795, 2)",0.7593642894951432,0.0073292860063883,0.7537378539274805,0.7724864143572685,"[0.7537378539274805, 0.7539345711759504, 0.7624012714313234, 0.7724864143572685, 0.7542613365836934]"
185,83,meoffendes21,32,"(3795, 2)","(1265, 2)",0.7453108357363676,0.7461717352415027,"['detoxis21_aggressiveness', 'exist21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",32,"(3795, 2)",0.7570625151212642,0.0083552797954722,0.7448006003430532,0.769712001541129,"[0.7448006003430532, 0.7519214769620854, 0.7587459063764207, 0.769712001541129, 0.7601325903836329]"
186,84,meoffendes21,33,"(3795, 2)","(1265, 2)",0.7501058275716099,0.7352772808586763,"['exist21', 'haha21', 'mexa3t18_aggress', 'metwo22', 'haha18']",33,"(3795, 2)",0.7573521883449172,0.005661238434107,0.7497036838784912,0.7669545192861256,"[0.7546788547130916, 0.7566779774704572, 0.7587459063764207, 0.7669545192861256, 0.7497036838784912]"
187,85,meoffendes21,34,"(3795, 2)","(1265, 2)",0.748143326499052,0.7395661896243291,"['davincis22', 'mexa3t18_aggress', 'metwo22', 'haha18']",34,"(3795, 2)",0.7579715790167597,0.0030207761950215,0.7546788547130916,0.7633131836499711,"[0.7554963486854056, 0.7580562659846548, 0.7583132420506755, 0.7633131836499711, 0.7546788547130916]"
188,86,meoffendes21,35,"(3795, 2)","(1265, 2)",0.7528385935912245,0.6852549194991056,"['davincis22', 'detoxis21_aggressiveness', 'haha21', 'metwo22', 'haha18']",35,"(3795, 2)",0.7267968928133379,0.0164764423773356,0.6965286573117505,0.7468030690537084,"[0.7300064322469983, 0.7286227942953831, 0.7320235111588496, 0.7468030690537084, 0.6965286573117505]"
189,87,meoffendes21,36,"(3795, 2)","(1265, 2)",0.7475765882142895,0.7377772808586762,"['exist21', 'mexa3t18_aggress', 'metwo22']",36,"(3795, 2)",0.7581144434013337,0.0054030918149194,0.7519874065328611,0.7669545192861256,"[0.7529185329515617, 0.7590399102223031, 0.7596718480138169, 0.7669545192861256, 0.7519874065328611]"
190,88,meoffendes21,37,"(3795, 2)","(1265, 2)",0.7483535713592578,0.7368828264758497,"['exist21', 'haha21', 'mexa3t18_aggress']",37,"(3795, 2)",0.7596414102219238,0.0077842451438074,0.7506475327099243,0.7705958549222798,"[0.753331166720832, 0.7566779774704572, 0.7669545192861256, 0.7705958549222798, 0.7506475327099243]"
191,89,meoffendes21,38,"(3795, 2)","(1265, 2)",0.7475765882142895,0.7409883720930233,"['davincis22', 'exist21', 'haha21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",38,"(3795, 2)",0.7574405153819646,0.0065131023619932,0.7515682795315219,0.7683311662873333,"[0.7519874065328611, 0.7515682795315219, 0.76147769247133, 0.7683311662873333, 0.7538380320867768]"
192,90,meoffendes21,39,"(3795, 2)","(1265, 2)",0.7528385935912245,0.6852549194991056,"['davincis22', 'detoxis21_aggressiveness', 'haha21', 'metwo22', 'haha18']",39,"(3795, 2)",0.7267968928133379,0.0164764423773356,0.6965286573117505,0.7468030690537084,"[0.7300064322469983, 0.7286227942953831, 0.7320235111588496, 0.7468030690537084, 0.6965286573117505]"
193,91,meoffendes21,40,"(3795, 2)","(1265, 2)",0.7474140752864158,0.6888327370304115,"['exist21', 'metwo22', 'haha18']",40,"(3795, 2)",0.7323335434547522,0.0179921250802955,0.7015105783915633,0.7566779774704572,"[0.7407893621401669, 0.732445008460237, 0.7302447908113368, 0.7566779774704572, 0.7015105783915633]"
194,92,meoffendes21,41,"(3795, 2)","(1265, 2)",0.7530390191842153,0.7031216457960644,"['davincis22', 'exist21', 'misogyny_centrogeo']",41,"(3795, 2)",0.7338945045578715,0.0100083716988924,0.7159758203799654,0.7461457898475894,"[0.7344726004096729, 0.7335773743857186, 0.739300937766411, 0.7461457898475894, 0.7159758203799654]"
195,93,meoffendes21,42,"(3795, 2)","(1265, 2)",0.7496205024797609,0.7409883720930233,"['exist21', 'mexa3t18_aggress', 'metwo22', 'haha18']",42,"(3795, 2)",0.7589922821246267,0.006555829717182,0.7538380320867768,0.7714685809325356,"[0.7546788547130916, 0.7553040948769125, 0.7596718480138169, 0.7714685809325356, 0.7538380320867768]"
196,94,meoffendes21,43,"(3795, 2)","(1265, 2)",0.7496205024797609,0.7461717352415027,"['davincis22', 'detoxis21_aggressiveness', 'haha21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",43,"(3795, 2)",0.7607099124201993,0.0042184337885328,0.7553040948769125,0.7669545192861256,"[0.7573861820174437, 0.7553040948769125, 0.7637721755368814, 0.7669545192861256, 0.7601325903836329]"
197,95,meoffendes21,44,"(3795, 2)","(1265, 2)",0.7508845672077377,0.7370661896243291,"['exist21', 'haha21', 'mexa3t18_aggress', 'metwo22']",44,"(3795, 2)",0.7584688316577728,0.0051358329115097,0.7523891767415083,0.7651472664333094,"[0.7529185329515617, 0.7590399102223031, 0.7628492719401809, 0.7651472664333094, 0.7523891767415083]"
198,96,meoffendes21,45,"(3795, 2)","(1265, 2)",0.7514726703556491,0.7393828264758497,"['exist21', 'mexa3t18_aggress', 'haha18']",45,"(3795, 2)",0.7566722349703319,0.0070553769930205,0.7510444673755079,0.770090515545061,"[0.7510444673755079, 0.7519214769620854, 0.7573861820174437, 0.770090515545061, 0.7529185329515617]"
199,97,meoffendes21,46,"(3795, 2)","(1265, 2)",0.7512688864394569,0.7040161001788909,"['detoxis21_aggressiveness', 'exist21', 'misogyny_centrogeo']",46,"(3795, 2)",0.7360782721133642,0.0103142934024188,0.7172545730278479,0.7457601885739098,"[0.7371126155038572, 0.7351361466256676, 0.7457601885739098, 0.745127836835539, 0.7172545730278479]"
200,98,meoffendes21,47,"(3795, 2)","(1265, 2)",0.7504857755782034,0.7056216457960645,"['detoxis21_aggressiveness', 'misogyny_centrogeo', 'metwo22', 'haha18']",47,"(3795, 2)",0.733834977151629,0.0129625494319741,0.7183349813372535,0.7568582911060633,"[0.7280477408354646, 0.7287946174022123, 0.7371392550771508, 0.7568582911060633, 0.7183349813372535]"
201,99,meoffendes21,48,"(3795, 2)","(1265, 2)",0.7533330450582165,0.692938282647585,"['davincis22', 'detoxis21_aggressiveness', 'metwo22', 'haha18']",48,"(3795, 2)",0.73040640224983,0.0142596203755131,0.7050518134715026,0.7478324641861311,"[0.7273865688158891, 0.7351361466256676, 0.7366250181499593, 0.7478324641861311, 0.7050518134715026]"
202,100,meoffendes21,49,"(3795, 2)","(1265, 2)",0.7510528594481836,0.692938282647585,"['detoxis21_aggressiveness', 'exist21', 'haha21']",49,"(3795, 2)",0.7306759703532719,0.0143801302830583,0.7050518134715026,0.7495267042987408,"[0.7334358688675475, 0.730904823729152, 0.7344606413994169, 0.7495267042987408, 0.7050518134715026]"
203,101,meoffendes21,50,"(3795, 2)","(1265, 2)",0.7549068898791641,0.6963327370304114,[],50,"(3795, 2)",0.7283007099031428,0.012147348831735,0.7086931491076569,0.7468030690537084,"[0.7263078902229846, 0.7287946174022123, 0.730904823729152, 0.7468030690537084, 0.7086931491076569]"
204,0,haha21,0,"(18000, 2)","(6000, 2)",0.8920277823685506,0.8905781484257871,"['detoxis21_aggressiveness', 'mexa3t18_aggress', 'metwo22', 'haha18']",0,"(18000, 2)",0.8920440848029226,0.0043522040130814,0.885365895080074,0.8971156936645164,"[0.885365895080074, 0.8904679996975391, 0.8971156936645164, 0.8965371619902545, 0.8907336735822291]"
205,1,haha21,1,"(18000, 2)","(6000, 2)",0.8922331153692948,0.8911637931034482,"['davincis22', 'meoffendes21', 'mexa3t18_aggress', 'haha18']",1,"(18000, 2)",0.8921786265687596,0.0043315280592689,0.8850877895490137,0.8971448022554793,"[0.8850877895490137, 0.8910553026482224, 0.8971448022554793, 0.8962856863830203, 0.8913195520080617]"
206,2,haha21,2,"(18000, 2)","(6000, 2)",0.8339409575611665,0.8361053848075962,"['detoxis21_aggressiveness', 'meoffendes21', 'misogyny_centrogeo']",2,"(18000, 2)",0.8361930292269637,0.006252274002104,0.829604371808529,0.8467818153861923,"[0.829604371808529, 0.8300759643041522, 0.8467818153861923, 0.8368891029096942, 0.8376138917262512]"
207,3,haha21,3,"(18000, 2)","(6000, 2)",0.8355376307099613,0.8369174787606197,"['detoxis21_aggressiveness', 'exist21', 'metwo22']",3,"(18000, 2)",0.8364836941886619,0.0058972339593651,0.8301970522544124,0.846464551026916,"[0.8301970522544124, 0.8309368653114788, 0.846464551026916, 0.8363460293798777, 0.838473972970625]"
208,4,haha21,4,"(18000, 2)","(6000, 2)",0.8343999759127236,0.8367847326336832,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'meoffendes21', 'mexa3t18_aggress', 'metwo22']",4,"(18000, 2)",0.8359914371317784,0.0062769477866653,0.8295029847273385,0.8465086120803625,"[0.8295029847273385, 0.8298052108675911, 0.8465086120803625, 0.835711406901822, 0.8384289710817778]"
209,5,haha21,5,"(18000, 2)","(6000, 2)",0.834594883354896,0.8381824712643677,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'meoffendes21']",5,"(18000, 2)",0.8366025795513947,0.0059876741252681,0.8298536136571226,0.8461913792219773,"[0.831060999493183, 0.8298536136571226, 0.8461913792219773, 0.8360287759194863, 0.839878129465204]"
210,6,haha21,6,"(18000, 2)","(6000, 2)",0.8913186052412503,0.8928270239880061,"['davincis22', 'exist21', 'mexa3t18_aggress', 'metwo22', 'haha18']",6,"(18000, 2)",0.8922791483132946,0.0056046552060461,0.8827688776670712,0.8984657039711191,"[0.8827688776670712, 0.890189333684797, 0.8971448022554793, 0.8984657039711191, 0.8928270239880061]"
211,7,haha21,7,"(18000, 2)","(6000, 2)",0.8922331153692948,0.8902189530234883,"['davincis22', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",7,"(18000, 2)",0.891826608078486,0.0045817380887593,0.8847780278753565,0.8971448022554793,"[0.8847780278753565, 0.8902192386381315, 0.8971448022554793, 0.8965648509815147, 0.8904261206419481]"
212,8,haha21,8,"(18000, 2)","(6000, 2)",0.8912618488885604,0.8921086331834083,"['davincis22', 'exist21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",8,"(18000, 2)",0.8923530609440696,0.0053124379913123,0.8836343310067818,0.8980720762004517,"[0.8836343310067818, 0.8902192386381315, 0.8980720762004517, 0.8976269313200071, 0.8922127275549765]"
213,9,haha21,9,"(18000, 2)","(6000, 2)",0.8345320596225987,0.8375968265867066,"['davincis22', 'exist21', 'meoffendes21']",9,"(18000, 2)",0.8362473404580373,0.0060154397463335,0.8298536136571226,0.845918260588364,"[0.8301466060075634, 0.8298536136571226, 0.845918260588364, 0.8360287759194863, 0.8392894461176497]"
214,10,haha21,10,"(18000, 2)","(6000, 2)",0.835374045306054,0.8369174787606197,"['detoxis21_aggressiveness', 'mexa3t18_aggress']",10,"(18000, 2)",0.8363848974292829,0.0061504776681963,0.8299259259259261,0.8467377761605385,"[0.8299259259259261, 0.8303951408125907, 0.8467377761605385, 0.8363916712767334, 0.838473972970625]"
215,11,haha21,11,"(18000, 2)","(6000, 2)",0.8342364757348633,0.8363318340829585,"['davincis22', 'detoxis21_aggressiveness', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",11,"(18000, 2)",0.8356042091676082,0.0061178792707922,0.8290623470648256,0.8458740300693273,"[0.8290623470648256, 0.8298052108675911, 0.8458740300693273, 0.8353939221226101, 0.8378855357136874]"
216,12,haha21,12,"(18000, 2)","(6000, 2)",0.8354051420042585,0.8358789355322339,"['exist21', 'mexa3t18_aggress', 'misogyny_centrogeo']",12,"(18000, 2)",0.8360303892509956,0.0060275267675401,0.8296548519276856,0.8461471702883248,"[0.8296548519276856, 0.8300274369291624, 0.8461471702883248, 0.8369801904448028, 0.8373422966650024]"
217,13,haha21,13,"(18000, 2)","(6000, 2)",0.8917294757287816,0.8910310469765117,"['meoffendes21', 'metwo22', 'haha18']",13,"(18000, 2)",0.8923345883112301,0.0045906570850576,0.8850561102729673,0.897453997542432,"[0.8850561102729673, 0.8907765564993169, 0.897453997542432, 0.8970957398076043, 0.89129053743383]"
218,14,haha21,14,"(18000, 2)","(6000, 2)",0.835015773369832,0.8361053848075962,"['davincis22', 'exist21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",14,"(18000, 2)",0.8357220229150542,0.005632076979135,0.8297079875660269,0.8449659585438973,"[0.8299762473592178, 0.8297079875660269, 0.8449659585438973, 0.8363460293798777, 0.8376138917262512]"
219,15,haha21,15,"(18000, 2)","(6000, 2)",0.8352104809955293,0.8357461894052973,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'misogyny_centrogeo', 'metwo22']",15,"(18000, 2)",0.836078321879269,0.0056363172302217,0.8300264271726083,0.8457851890756303,"[0.8300264271726083, 0.8309368653114788, 0.8457851890756303, 0.8363460293798777, 0.8372970984567498]"
220,16,haha21,16,"(18000, 2)","(6000, 2)",0.8354051420042585,0.8358789355322339,"['mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",16,"(18000, 2)",0.8359859712406699,0.0062489955926308,0.8291665707074105,0.846464551026916,"[0.8299762473592178, 0.8291665707074105, 0.846464551026916, 0.8369801904448028, 0.8373422966650024]"
221,17,haha21,17,"(18000, 2)","(6000, 2)",0.8349845577975843,0.8367847326336832,"['davincis22', 'exist21', 'metwo22']",17,"(18000, 2)",0.836184112209061,0.0060456210907491,0.8294859502913194,0.8461913792219773,"[0.8304682310703522, 0.8294859502913194, 0.8461913792219773, 0.8363460293798777, 0.8384289710817778]"
222,18,haha21,18,"(18000, 2)","(6000, 2)",0.8924010406432468,0.891257496251874,"['detoxis21_aggressiveness', 'meoffendes21', 'haha18']",18,"(18000, 2)",0.892564088276267,0.0046859497839973,0.8850561102729673,0.8980145255612149,"[0.8850561102729673, 0.8910850113453113, 0.8980145255612149, 0.8970957398076043, 0.8915690543942374]"
223,19,haha21,19,"(18000, 2)","(6000, 2)",0.8920277823685506,0.8912965392303849,"['detoxis21_aggressiveness', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",19,"(18000, 2)",0.8920611587089213,0.004446331535314,0.8850561102729673,0.8971448022554793,"[0.8850561102729673, 0.8902192386381315, 0.8971448022554793, 0.8965371619902545, 0.8913484803877743]"
224,20,haha21,20,"(18000, 2)","(6000, 2)",0.835015773369832,0.8359726386806596,"['davincis22', 'misogyny_centrogeo', 'metwo22']",20,"(18000, 2)",0.8356870532378349,0.0055853209418064,0.8297051900675181,0.8446929881541496,"[0.8297051900675181, 0.8298052108675911, 0.8446929881541496, 0.8366631674870433, 0.8375687096128721]"
225,21,haha21,21,"(18000, 2)","(6000, 2)",0.891841095064585,0.8908045977011494,"['davincis22', 'detoxis21_aggressiveness', 'mexa3t18_aggress', 'metwo22', 'haha18']",21,"(18000, 2)",0.8919937707210892,0.004366179886394,0.8850877895490137,0.8968164218228056,"[0.8850877895490137, 0.8904679996975391, 0.8965845653200317, 0.8968164218228056, 0.8910120772160552]"
226,22,haha21,22,"(18000, 2)","(6000, 2)",0.891635511876331,0.8922413793103448,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",22,"(18000, 2)",0.8922346641936102,0.00535895957859,0.8833244308208656,0.8979064631532625,"[0.8833244308208656, 0.890189333684797, 0.8975117139987807, 0.8979064631532625, 0.8922413793103448]"
227,23,haha21,23,"(18000, 2)","(6000, 2)",0.891429763572344,0.8924287856071964,"['detoxis21_aggressiveness', 'exist21', 'misogyny_centrogeo', 'metwo22', 'haha18']",23,"(18000, 2)",0.8928685518646343,0.005474901072962,0.8839759436929217,0.8989416122643046,"[0.8839759436929217, 0.8904978685493292, 0.8989416122643046, 0.8981860539833972, 0.8927412808332185]"
228,24,haha21,24,"(18000, 2)","(6000, 2)",0.8918222849403379,0.8926942778610695,"['davincis22', 'exist21', 'meoffendes21', 'misogyny_centrogeo', 'metwo22', 'haha18']",24,"(18000, 2)",0.8926323988207276,0.0050958538046249,0.8845317516871152,0.8980145255612149,"[0.8845317516871152, 0.889910725753347, 0.8980145255612149, 0.8979064631532625, 0.8927985279486994]"
229,25,haha21,25,"(18000, 2)","(6000, 2)",0.8920277823685506,0.8910310469765117,"['mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",25,"(18000, 2)",0.8919379237276589,0.0044735388013598,0.8847780278753565,0.8968646527007218,"[0.8847780278753565, 0.8902192386381315, 0.8968646527007218, 0.8965371619902545, 0.89129053743383]"
230,26,haha21,26,"(18000, 2)","(6000, 2)",0.835015773369832,0.8366910294852574,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'mexa3t18_aggress']",26,"(18000, 2)",0.8363661341892868,0.0057569060534958,0.8301970522544124,0.8461028349127978,"[0.8301970522544124, 0.8309368653114788, 0.8461028349127978, 0.8363916712767334, 0.8382022471910113]"
231,27,haha21,27,"(18000, 2)","(6000, 2)",0.8352104809955293,0.8361053848075962,"['davincis22', 'detoxis21_aggressiveness', 'mexa3t18_aggress', 'misogyny_centrogeo']",27,"(18000, 2)",0.8357418177654997,0.0060621942599369,0.8293838301026297,0.8457851890756303,"[0.8293838301026297, 0.8295345066462536, 0.8457851890756303, 0.8363916712767334, 0.8376138917262512]"
232,28,haha21,28,"(18000, 2)","(6000, 2)",0.8351793248945149,0.8369174787606197,"['davincis22', 'detoxis21_aggressiveness', 'exist21']",28,"(18000, 2)",0.8362662515108447,0.0057515738086815,0.8301970522544124,0.8458740300693273,"[0.8301970522544124, 0.8306659783169851, 0.8458740300693273, 0.8361202239428744, 0.838473972970625]"
233,29,haha21,29,"(18000, 2)","(6000, 2)",0.834594883354896,0.8375031234382808,"['detoxis21_aggressiveness', 'meoffendes21']",29,"(18000, 2)",0.8364825204973677,0.0057634713306161,0.8301466060075634,0.845918260588364,"[0.8301466060075634, 0.8309850707575905, 0.845918260588364, 0.8363002549057581, 0.8390624102275626]"
234,30,haha21,30,"(18000, 2)","(6000, 2)",0.8920277823685506,0.8905781484257871,"['mexa3t18_aggress', 'metwo22', 'haha18']",30,"(18000, 2)",0.8919382555039516,0.0043808876669528,0.8850877895490137,0.8968646527007218,"[0.8850877895490137, 0.8904679996975391, 0.8968646527007218, 0.8965371619902545, 0.8907336735822291]"
235,31,haha21,31,"(18000, 2)","(6000, 2)",0.8347897439671079,0.8364645802098951,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo']",31,"(18000, 2)",0.8361212959996921,0.0060181597505312,0.8299259259259261,0.8464203638721626,"[0.8299259259259261, 0.8303467671101228, 0.8464203638721626, 0.8359828526337996, 0.837930570456449]"
236,32,haha21,32,"(18000, 2)","(6000, 2)",0.8914676039073554,0.8926005747126436,"['detoxis21_aggressiveness', 'exist21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'haha18']",32,"(18000, 2)",0.892419760677452,0.0053966063844403,0.8833565023404193,0.8984932076178991,"[0.8833565023404193, 0.8904978685493292, 0.8972027681942878, 0.8984932076178991, 0.8925484566853248]"
237,33,haha21,33,"(18000, 2)","(6000, 2)",0.8911129228743729,0.8926005747126436,"['exist21', 'meoffendes21', 'mexa3t18_aggress', 'metwo22', 'haha18']",33,"(18000, 2)",0.8921602631673388,0.0054070749770621,0.8830144262612037,0.8982135964700357,"[0.8830144262612037, 0.890189333684797, 0.896835502735333, 0.8982135964700357, 0.8925484566853248]"
238,34,haha21,34,"(18000, 2)","(6000, 2)",0.8922331153692948,0.8911637931034482,"['davincis22', 'meoffendes21', 'mexa3t18_aggress', 'metwo22', 'haha18']",34,"(18000, 2)",0.8921169988983216,0.0044232815586524,0.8850877895490137,0.8971448022554793,"[0.8850877895490137, 0.8904679996975391, 0.8971448022554793, 0.8965648509815147, 0.8913195520080617]"
239,35,haha21,35,"(18000, 2)","(6000, 2)",0.892550333785473,0.8906718515742129,"['davincis22', 'detoxis21_aggressiveness', 'metwo22', 'haha18']",35,"(18000, 2)",0.892341318788602,0.0047499357278771,0.885365895080074,0.898661254950738,"[0.885365895080074, 0.890159340747197, 0.898661254950738, 0.8965371619902545, 0.8909829411747466]"
240,36,haha21,36,"(18000, 2)","(6000, 2)",0.8347897439671079,0.8358789355322339,"['exist21', 'mexa3t18_aggress', 'metwo22']",36,"(18000, 2)",0.8359847317817056,0.0061959791167238,0.829604371808529,0.8465086120803625,"[0.829604371808529, 0.8298052108675911, 0.8465086120803625, 0.8366631674870433, 0.8373422966650024]"
241,37,haha21,37,"(18000, 2)","(6000, 2)",0.8342050215923313,0.8365582833583208,"['exist21', 'meoffendes21', 'mexa3t18_aggress']",37,"(18000, 2)",0.8361377259975805,0.0064077045968435,0.8289608929604957,0.8470989635723613,"[0.8289608929604957, 0.8307141986417813, 0.8470989635723613, 0.8357573460323233, 0.8381572287809415]"
242,38,haha21,38,"(18000, 2)","(6000, 2)",0.8351168591338809,0.8369174787606197,"['davincis22', 'exist21', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",38,"(18000, 2)",0.8359031104181632,0.0057483283365417,0.8298052108675911,0.8453279090963653,"[0.8301970522544124, 0.8298052108675911, 0.8453279090963653, 0.835711406901822, 0.838473972970625]"
243,39,haha21,39,"(18000, 2)","(6000, 2)",0.8931100947411497,0.8908983008495752,"['davincis22', 'detoxis21_aggressiveness', 'meoffendes21', 'metwo22', 'haha18']",39,"(18000, 2)",0.8922175043579783,0.00441993054939,0.885365895080074,0.8977342303227831,"[0.885365895080074, 0.8904679996975391, 0.8977342303227831, 0.8962579601501622, 0.8912614365393325]"
244,40,haha21,40,"(18000, 2)","(6000, 2)",0.8916731938049005,0.8918431409295352,"['exist21', 'metwo22', 'haha18']",40,"(18000, 2)",0.8925580353825737,0.005482244371148,0.8836022934659213,0.898323658390087,"[0.8836022934659213, 0.8904679996975391, 0.898323658390087, 0.8982410577455929, 0.892155167613728]"
245,41,haha21,41,"(18000, 2)","(6000, 2)",0.8351481176244462,0.8357461894052973,"['davincis22', 'exist21', 'meoffendes21', 'misogyny_centrogeo']",41,"(18000, 2)",0.8359669581621534,0.005872287987167,0.8299259259259261,0.845918260588364,"[0.8299259259259261, 0.8300759643041522, 0.845918260588364, 0.8366175415355743, 0.8372970984567498]"
246,42,haha21,42,"(18000, 2)","(6000, 2)",0.8912807999675794,0.8926005747126436,"['exist21', 'mexa3t18_aggress', 'metwo22', 'haha18']",42,"(18000, 2)",0.892289538171196,0.0052472161871325,0.8836343310067818,0.8988002616200644,"[0.8836343310067818, 0.890189333684797, 0.8962753078590117, 0.8988002616200644, 0.8925484566853248]"
247,43,haha21,43,"(18000, 2)","(6000, 2)",0.8342364757348633,0.8363318340829585,"['davincis22', 'detoxis21_aggressiveness', 'meoffendes21', 'mexa3t18_aggress', 'misogyny_centrogeo', 'metwo22']",43,"(18000, 2)",0.8356042091676082,0.0061178792707922,0.8290623470648256,0.8458740300693273,"[0.8290623470648256, 0.8298052108675911, 0.8458740300693273, 0.8353939221226101, 0.8378855357136874]"
248,44,haha21,44,"(18000, 2)","(6000, 2)",0.8347897439671079,0.8358789355322339,"['exist21', 'mexa3t18_aggress', 'metwo22']",44,"(18000, 2)",0.8359847317817056,0.0061959791167238,0.829604371808529,0.8465086120803625,"[0.829604371808529, 0.8298052108675911, 0.8465086120803625, 0.8366631674870433, 0.8373422966650024]"
249,45,haha21,45,"(18000, 2)","(6000, 2)",0.8916543689252672,0.8922413793103448,"['exist21', 'mexa3t18_aggress', 'haha18']",45,"(18000, 2)",0.8922958785859499,0.0052792153730571,0.8836343310067818,0.8985206302279474,"[0.8836343310067818, 0.890189333684797, 0.896893718699879, 0.8985206302279474, 0.8922413793103448]"
250,46,haha21,46,"(18000, 2)","(6000, 2)",0.8346575014336102,0.8358789355322339,"['detoxis21_aggressiveness', 'exist21', 'meoffendes21', 'misogyny_centrogeo']",46,"(18000, 2)",0.8362581836801933,0.0064165566776838,0.8298052108675911,0.8473283820327522,"[0.8299259259259261, 0.8298052108675911, 0.8473283820327522, 0.8368891029096942, 0.8373422966650024]"
251,47,haha21,47,"(18000, 2)","(6000, 2)",0.8923823709322006,0.8908983008495752,"['detoxis21_aggressiveness', 'misogyny_centrogeo', 'metwo22', 'haha18']",47,"(18000, 2)",0.8923973559778309,0.0047529161460368,0.8856440585580161,0.8986326872258523,"[0.8856440585580161, 0.8896321757431482, 0.8986326872258523, 0.8968164218228056, 0.8912614365393325]"
252,48,haha21,48,"(18000, 2)","(6000, 2)",0.8931100947411497,0.8908983008495752,"['davincis22', 'detoxis21_aggressiveness', 'meoffendes21', 'metwo22', 'haha18']",48,"(18000, 2)",0.8922175043579783,0.00441993054939,0.885365895080074,0.8977342303227831,"[0.885365895080074, 0.8904679996975391, 0.8977342303227831, 0.8962579601501622, 0.8912614365393325]"
253,49,haha21,49,"(18000, 2)","(6000, 2)",0.8353116985949615,0.8372766741629185,"['detoxis21_aggressiveness', 'exist21', 'meoffendes21']",49,"(18000, 2)",0.8364366437933825,0.0059188876209311,0.8303951408125907,0.8462794185467375,"[0.8304178020460546, 0.8303951408125907, 0.8462794185467375, 0.8363002549057581, 0.8387906026557711]"
254,50,haha21,50,"(18000, 2)","(6000, 2)",0.8349845577975843,0.8369174787606197,[],50,"(18000, 2)",0.8365016854368509,0.006226327075997,0.8301970522544124,0.8470989635723613,"[0.8301970522544124, 0.8303467671101228, 0.8470989635723613, 0.8363916712767334, 0.838473972970625]"
255,0,metwo22,0,"(2880, 2)","(720, 2)",0.7667740579913153,0.7368686868686869,"['detoxis21_aggressiveness', 'haha21', 'mexa3t18_aggress', 'haha18']",0,"(2880, 2)",0.7554968267139177,0.0222364471016418,0.7296946068875894,0.7854764908867033,"[0.7784342357347993, 0.7296946068875894, 0.7854764908867033, 0.7392907477801369, 0.74458805228036]"
256,1,metwo22,1,"(2880, 2)","(720, 2)",0.767588422460304,0.7396464646464647,"['davincis22', 'meoffendes21', 'mexa3t18_aggress', 'haha18']",1,"(2880, 2)",0.7565037562922218,0.0204236887976717,0.7313189972193194,0.7828542270388832,"[0.7784342357347993, 0.7313189972193194, 0.7828542270388832, 0.7427931423217136, 0.7471181791463932]"
257,2,metwo22,2,"(2880, 2)","(720, 2)",0.7686006064832933,0.7464646464646465,"['detoxis21_aggressiveness', 'haha21', 'meoffendes21', 'misogyny_centrogeo']",2,"(2880, 2)",0.7569759972649137,0.022869283372692,0.726218855108905,0.7854764908867033,"[0.7800834028356964, 0.726218855108905, 0.7854764908867033, 0.7392907477801369, 0.7538104897131266]"
258,3,metwo22,3,"(2880, 2)","(720, 2)",0.767588422460304,0.7297979797979799,"['detoxis21_aggressiveness', 'exist21', 'haha21']",3,"(2880, 2)",0.7547540743937413,0.0225684499426317,0.7352941176470589,0.7880867042157365,"[0.7758131776480399, 0.7352941176470589, 0.7880867042157365, 0.735999735999736, 0.7385766364581351]"
259,4,metwo22,4,"(2880, 2)","(720, 2)",0.767588422460304,0.7338383838383838,"['davincis22', 'detoxis21_aggressiveness', 'exist21', 'haha21', 'meoffendes21', 'mexa3t18_aggress']",4,"(2880, 2)",0.7546871633192245,0.0200020318909284,0.7327243829810555,0.7837173579109064,"[0.7732586639730239, 0.7327243829810555, 0.7837173579109064, 0.7409422694094226, 0.7427931423217136]"
